id,name,count,capacity,freq,timings,formFactor,type,price,link,value
357,Kingston Fury Beast Black RGB KF552C40BBA-32 ,1,32,5200,40-40-40,"DIMM, 288-pin",DDR5,11790,https://www.citilink.ru/product/pamyat-ddr5-32gb-5200mhz-kingston-kf552c40bba-32-fury-beast-black-rgb-1914375/,0.443765903307888
358,Kingston Fury Renegade Black KF436C16RB1K4/64 ,4,16,3600,16-20-20,"DIMM, 288-pin",DDR4,17990,https://www.citilink.ru/product/pamyat-ddr4-4x64gb-3600mhz-kingston-kf436c16rb1k4-64-fury-renegade-bla-1914373/,0.2010005558643691
359,Kingston Fury Renegade Black KF432C16RBK2/64 ,2,32,3200,16-19-19,"DIMM, 288-pin",DDR4,17150,https://www.citilink.ru/product/pamyat-ddr4-2x64gb-3200mhz-kingston-kf432c16rbk2-64-fury-renegade-blac-1914370/,0.1884548104956268
360,Kingston Fury Renegade Black KF436C16RB1K2/32 ,2,16,3600,16-20-20,"DIMM, 288-pin",DDR4,9390,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-kingston-kf436c16rb1k2-32-fury-renegade-bla-1914368/,0.3850905218317358
361,Kingston Fury Renegade RGB KF436C16RB1AK2/32 ,2,16,3600,16-20-20,"DIMM, 288-pin",DDR4,10690,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-kingston-kf436c16rb1ak2-32-fury-renegade-rg-1914367/,0.3382600561272217
362,Kingston Fury Renegade RGB KF432C16RB1AK2/32 ,2,16,3200,16-18-18,"DIMM, 288-pin",DDR4,9090,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf432c16rb1ak2-32-fury-renegade-rg-1914366/,0.3537953795379538
363,Patriot Viper Venom RGB PVVR564G560C40K ,2,32,5600,40-40-40-76,"DIMM, 288-pin",DDR5,25990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-patriot-pvvr564g560c40k-viper-venom-rtl-pc5-1911856/,0.2166987302808772
364,Patriot Viper Venom PVV532G660C34K ,2,16,6600,34-40-40-84,"DIMM, 288-pin",DDR5,16990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6600mhz-patriot-pvv532g660c34k-viper-venom-rtl-pc5-1911854/,0.3894055326662742
365,Patriot Viper Venom PVV532G740C36K ,2,16,7400,36-44-44-110,"DIMM, 288-pin",DDR5,22990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-7400mgc-patriot-pvv532g740c36k-viper-venom-rtl-pc5-1911848/,0.3225750326228795
366,Kingston Fury Renegade Black KF572C38RS-16 ,1,16,7200,38-44-44,"DIMM, 288-pin",DDR5,11490,https://www.citilink.ru/product/pamyat-ddr5-16gb-7200mhz-kingston-kf572c38rs-16-rtl-dimm-rtl-1909884/,0.6280243690165361
367,Kingston Fury Beast RGB KF560C40BBAK2-32 ,2,16,6000,40-40-40,"DIMM, 288-pin",DDR5,18280,https://www.citilink.ru/product/pamyat-ddr5-16gb-6000mhz-kingston-kf560c40bbak2-32-rtl-dimm-rtl-1909883/,0.3291028446389497
368,Kingston Fury Beast KF560C36BBEK2-16 ,2,8,6000,36-38-38,"DIMM, 288-pin",DDR5,8090,https://www.citilink.ru/product/pamyat-ddr5-8gb-6000mhz-kingston-kf560c36bbek2-16-rtl-dimm-rtl-1909882/,0.7426452410383189
369,Kingston Fury Beast RGB KF560C36BBEAK2-16 ,2,8,6000,36-38-38,"DIMM, 288-pin",DDR5,8190,https://www.citilink.ru/product/pamyat-ddr5-8gb-6000mhz-kingston-kf560c36bbeak2-16-rtl-dimm-rtl-1909881/,0.7335775335775335
370,Kingston Fury Renegade Black KF560C32RS-16 ,1,16,6000,32-38-38,"DIMM, 288-pin",DDR5,7590,https://www.citilink.ru/product/pamyat-ddr5-16gb-6000mhz-kingston-kf560c32rs-16-rtl-dimm-rtl-1909878/,0.7926218708827404
371,Kingston Fury Beast KF552C40BBK2-16 ,2,8,5200,40-40-40,"DIMM, 288-pin",DDR5,5190,https://www.citilink.ru/product/pamyat-ddr5-8gb-5200mhz-kingston-kf552c40bbk2-16-rtl-dimm-rtl-1909875/,1.0034682080924855
372,Kingston Fury Beast RGB KF552C40BBAK2-32 ,2,16,5200,40-40-40,"DIMM, 288-pin",DDR5,12490,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-kingston-kf552c40bbak2-32-rtl-dimm-rtl-1909874/,0.4176140912730184
373,Kingston Fury Beast Black RGB KF552C40BBA-16 ,1,16,5200,40-40-40,"DIMM, 288-pin",DDR5,6100,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-kingston-kf552c40bba-16-rtl-dimm-rtl-1909873/,0.8550819672131147
374,Corsair DOMINATOR PLATINUM RGB CMT64GX5M2X5600C40 ,2,32,5600,40-40-40-77,"DIMM, 288-pin",DDR5,54210,https://www.citilink.ru/product/pamyat-ddr4-32gb-5600mhz-corsair-cmt64gx5m2x5600c40-rtl-dimm-rtl-1909872/,0.1038922707987456
375,Corsair DOMINATOR PLATINUM RGB CMT64GX5M2B5600C40 ,2,32,5600,40-40-40-77,"DIMM, 288-pin",DDR5,46850,https://www.citilink.ru/product/pamyat-ddr4-32gb-5600mhz-corsair-cmt64gx5m2b5600c40-rtl-dimm-rtl-1909871/,0.1202134471718249
376,Kingston Fury Renegade RGB KF436C18RBAK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4,21100,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18rbak2-64-rtl-dimm-rtl-1909870/,0.1721327014218009
377,Corsair DOMINATOR PLATINUM RGB CMT16GX4M2C3600C18W ,2,8,3600,18-19-19-39,"DIMM, 288-pin",DDR4,10990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-corsair-cmt16gx4m2c3600c18w-rtl-dimm-rtl-1909869/,0.3282984531392174
378,Corsair Vengeance LPX CMK64GX4M2D3600C18 ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4,20990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-corsair-cmk64gx4m2d3600c18-rtl-dimm-rtl-1909868/,0.1730347784659361
379,Corsair Vengeance LPX CMK16GX4M2D3600C16 ,2,8,3600,16-19-19-36,"DIMM, 288-pin",DDR4,5990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-corsair-cmk16gx4m2d3600c16-rtl-dimm-rtl-1909867/,0.6023372287145242
380,Corsair Vengeance RGB Pro SL CMH32GX4M2E3200C16W ,2,16,3200,16-20-20-38,"DIMM, 288-pin",DDR4,10590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-corsair-cmh32gx4m2e3200c16w-rtl-dimm-rtl-1909866/,0.3036827195467422
381,Kingston Fury Beast Black RGB KF437C19BBA/8 ,1,8,3733,19-23-23,"DIMM, 288-pin",DDR4,3890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3733mhz-kingston-kf437c19bba-8-rtl-dimm-rtl-1909862/,0.9616966580976865
382,Kingston Fury Beast Black KF437C19BB/8 ,1,8,3733,19-23-23,"DIMM, 288-pin",DDR4,2620,https://www.citilink.ru/product/pamyat-ddr4-8gb-3733mhz-kingston-kf437c19bb-8-rtl-dimm-rtl-1909860/,1.4278625954198472
383,Kingston Fury Beast Black RGB KF436C18BBAK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4,23690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bbak2-64-rtl-dimm-rtl-1909859/,0.1533136344449134
384,Kingston Fury Beast Black RGB KF436C17BBA/8 ,1,8,3600,17-21-21,"DIMM, 288-pin",DDR4,3570,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kingston-kf436c17bba-8-rtl-dimm-rtl-1909858/,1.0106442577030812
385,Patriot Viper Venom RGB PVVR532G720C34K ,2,16,7200,34-42-42-84,"DIMM, 288-pin",DDR5,22990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-7200mgc-patriot-pvvr532g720c34k-viper-venom-rtl-pc5-1909713/,0.3138755980861244
386,Patriot Viper Venom PVV532G700C32K ,2,16,7000,32-48-48-96,"DIMM, 288-pin",DDR5,18990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-7000mgc-patriot-pvv532g700c32k-viper-venom-rtl-pc5-1909708/,0.3694576092680358
387,Patriot Viper Venom PVV532G640C32K ,2,16,6400,32-40-40-84,"DIMM, 288-pin",DDR5,15790,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-6400mhz-patriot-pvv532g640c32k-viper-venom-rtl-pc5-1909707/,0.406333122229259
388,Patriot Viper Venom RGB PVVR564G520C40K ,2,32,5200,40-40-40-76,"DIMM, 288-pin",DDR5,22990,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5200mhz-patriot-pvvr564g520c40k-viper-venom-rtl-pc5-1909705/,0.2275772074815137
389,AMD Radeon R7 Performance Series R7S416G2606U2S ,1,16,2666,16-18-18-35,"DIMM, 288-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-amd-r7s416g2606u2s-radeon-r7-performance-seri-1906658/,0.8969899665551839
390,EXEGATE Value Special EX287013RUS ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,1690,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-exegate-ex287013rus-value-special-oem-pc4-2130-1903946/,1.5822485207100592
391,EXEGATE Value Special EX287010RUS ,1,8,2400,17-17-17,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-exegate-ex287010rus-value-special-oem-pc4-1920-1903945/,1.5144654088050316
392,EXEGATE Value Special EX287014RUS ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-exegate-ex287014rus-value-special-oem-pc4-213-1903941/,0.8679611650485437
393,EXEGATE Value EX283082RUS ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-exegate-ex283082rus-value-oem-pc4-21300-cl19-d-1903938/,1.6817610062893082
394,EXEGATE Value EX283086RUS ,1,16,2400,17-17-17,"DIMM, 288-pin",DDR4,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-exegate-ex283086rus-value-oem-pc4-19200-cl17-1903933/,0.7818770226537217
395,EXEGATE HiPower EX288050RUS ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,1690,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-exegate-ex288050rus-hipower-oem-pc4-21300-cl19-1903931/,1.5822485207100592
396,EXEGATE HiPower EX288049RUS ,1,8,2400,17-17-17,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-exegate-ex288049rus-hipower-oem-pc4-19200-cl17-1903930/,1.5144654088050316
397,EXEGATE HiPower EX288048RUS ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-exegate-ex288048rus-hipower-oem-pc4-21300-cl19-1903929/,2.696969696969697
398,EXEGATE HiPower EX288047RUS ,1,4,2400,17-17-17,"DIMM, 288-pin",DDR4,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2400mhz-exegate-ex288047rus-hipower-oem-pc4-19200-cl17-1903928/,2.4282828282828284
399,EXEGATE HiPower EX288046RUS ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-exegate-ex288046rus-hipower-oem-pc4-21300-cl1-1903927/,0.8407523510971786
400,EXEGATE HiPower EX288045RUS ,1,16,2400,17-17-17,"DIMM, 288-pin",DDR4,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-exegate-ex288045rus-hipower-oem-pc4-19200-cl1-1903926/,0.7573667711598746
401,Patriot Viper Venom RGB PVVR532G680C34K ,2,16,6800,34-44-44-84,"DIMM, 288-pin",DDR5,19990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6800mgc-patriot-pvvr532g680c34k-viper-venom-rgb-rtl-1901986/,0.3409704852426213
402,Patriot Viper Venom RGB PVVR532G660C34K ,2,16,6600,34-40-40-84,"DIMM, 288-pin",DDR5,18890,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6600mgc-patriot-pvvr532g660c34k-viper-venom-rgb-rtl-1901985/,0.3502382212811011
403,Patriot Viper Venom RGB PVVR532G640C32K ,2,16,6400,32-40-40-84,"DIMM, 288-pin",DDR5,17490,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6400mgc-patriot-pvvr532g640c32k-viper-venom-rgb-rtl-1901984/,0.3668381932532876
404,KIMTIGO KMKSAGF683200 ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,3590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kimtigo-kmksagf683200-rtl-pc4-21300-cl19-so-d-1901315/,0.8958217270194986
405,KIMTIGO KMKUAGF683200 ,1,16,3200,22-22-22,"DIMM, 288-pin",DDR4,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kimtigo-kmkuagf683200-rtl-pc4-25600-dimm-288-1901312/,1.11280276816609
406,KIMTIGO KMKU8G8683200 ,1,8,3200,22-22-22,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kimtigo-kmku8g8683200-rtl-pc4-21300-cl19-dimm-1901307/,2.0176100628930818
407,Digma DGMAD54800016S ,1,16,4800,40-40-40-76,"DIMM, 288-pin",DDR5,4590,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-digma-dgmad54800016s-rtl-pc5-38400-cl40-dimm-1892552/,1.0492374727668845
408,AMD Radeon R7 Performance Series R7416G2606S2S-UO ,1,16,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-amd-r7416g2606s2s-uo-radeon-r7-performance-se-1891073/,0.9280276816608996
409,Corsair Vengeance LPX CMK8GX4M1E3200C16 ,1,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-corsair-cmk8gx4m1e3200c16-vengeance-lpx-rtl-pc-1885803/,1.0729096989966556
410,Corsair Vengeance RGB CMH32GX5M2B5600C36K ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5,18990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmh32gx5m2b5600c36k-vengeance-rgb-r-1885800/,0.2957345971563981
411,Patriot Signature PSD58G560041 ,1,8,5600,46-46-46-90,"DIMM, 288-pin",DDR5,2790,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-patriot-psd58g560041-signature-rtl-pc5-38400-c-1883499/,2.010035842293907
412,Patriot Signature PSD58G520041 ,1,8,5200,42-42-42-84,"DIMM, 288-pin",DDR5,2990,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-patriot-psd58g520041-signature-rtl-pc5-38400-c-1883483/,1.7418060200668897
413,Digma DGMAD42666032S ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4,5690,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-digma-dgmad42666032s-rtl-pc4-21300-cl19-dimm-1873547/,0.4741652021089631
414,Patriot Viper Steel RGB PVSR416G320C6K ,2,8,3200,16-20-20-40,"DIMM, 288-pin",DDR4,6250,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-patriot-pvsr416g320c6k-viper-steel-rgb-rtl-p-1864868/,0.51328
415,Patriot Viper Venom RGB PVVR532G620C40K ,2,16,6200,40-40-40-76,"DIMM, 288-pin",DDR5,15390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-patriot-pvvr532g620c40k-viper-venom-rtl-pc5-1854774/,0.4038986354775828
416,AMD Entertainment Edition R532G1601U1S-U ,1,2,1600,11-11-11-28,"DIMM, 240-pin",DDR3,1110,https://www.citilink.ru/product/pamyat-ddr3-2gb-1600mhz-amd-r532g1601u1s-u-entertainment-edition-rtl-p-1850400/,1.4432432432432432
417,Kingston Fury Beast Black KF432C16BBK2/32-SP ,2,16,3200,16-20-20,"DIMM, 288-pin",DDR4,17560,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-kingston-kf432c16bbk2-32-sp-fury-beast-blac-1841173/,0.1831435079726651
418,Kingston Fury Beast Black RGB KF432C16BBA/16-SP ,1,16,3200,16-20-20,"DIMM, 288-pin",DDR4,4390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16bba-16-sp-fury-beast-black-r-1841170/,0.7325740318906606
419,Kingston Fury Beast Black RGB KF432C16BBA/8-SP ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4,3290,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16bba-8-sp-fury-beast-black-rgb-1840671/,0.9750759878419452
420,A-Data AD5U480032G-S ,1,32,4800,40-40-40,"DIMM, 288-pin",DDR5,8990,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-a-data-ad5u480032g-s-rtl-pc4-25600-cl22-dimm-1839856/,0.5374860956618465
421,Digma DGMAS43200016D ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4,2790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmas43200016d-rtl-pc4-25600-cl22-so-di-1835825/,1.1526881720430109
422,Crucial CT32G4DFD832A ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-ct32g4dfd832a-rtl-pc4-25600-cl22-dimm-1825002/,0.4433470507544581
423,Crucial CT8G4DFRA266 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,2090,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-crucial-ct8g4dfra266-rtl-pc4-21300-cl19-dimm-2-1824841/,1.279425837320574
424,Corsair Vengeance RGB Pro SL CMH16GX4M2Z3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,5990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmh16gx4m2z3600c18-vengeance-rgb-pro-1812095/,0.6023372287145242
425,NETAC Shadow RGB NTSRD4P32DP-32E ,2,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4,12540,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-netac-ntsrd4p32dp-32e-shadow-rgb-rtl-pc4-25-1809987/,0.2564593301435406
426,NETAC Shadow RGB NTSRD5P48DP-32S ,2,16,4800,40-40-40-77,"DIMM, 288-pin",DDR5,10390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-4800mhz-netac-ntsrd5p48dp-32s-shadow-rgb-rtl-pc5-38-1809947/,0.4635226179018286
427,Patriot PSD58G480041S ,1,8,4800,40-40-40-70,"SO-DIMM, 260-pin",DDR5,2690,https://www.citilink.ru/product/pamyat-ddr5-8gb-4800mhz-patriot-psd58g480041s-rtl-cl40-so-dimm-260-pin-1790398/,1.787360594795539
428,Digma DGMAS42666032D ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,4990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-digma-dgmas42666032s-rtl-pc4-21300-cl19-so-di-1784394/,0.540681362725451
429,A-Data AD4S320032G22-RGN ,1,32,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-a-data-ad4s320032g22-rgn-rtl-pc4-25600-cl22-s-1769575/,0.5395659432387312
430,KINGSPEC KS1600D3N13504G ,1,4,1600,11-11-11,"SO-DIMM, 204-pin",DDR3L,790,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kingspec-ks1600d3n13504g-rtl-pc3-12800-cl9-so-1742095/,2.030379746835443
431,Corsair DOMINATOR PLATINUM RGB CMT64GX5M2B5200C40 ,2,32,5200,40-40-40-77,"DIMM, 288-pin",DDR5,34990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5200mhz-corsair-cmt64gx5m2b5200c40-dominator-platin-1690138/,0.1495284366961989
432,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2X6200C36 ,2,16,6200,36-39-39-76,"DIMM, 288-pin",DDR5,23990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-corsair-cmt32gx5m2x6200c36-dominator-platin-1678279/,0.2591079616506878
433,Corsair Vengeance CMK32GX5M2B5600C36 ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5,17890,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mgc-corsair-cmk32gx5m2b5600c36-rtl-cl36-dimm-28-1652360/,0.3139183901621017
434,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5,15990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmt32gx5m2b5200c40-rtl-cl40-dimm-28-1652350/,0.3262038774233896
435,Patriot Viper Steel PVS416G360C4K ,2,8,3600,14-16-16-36,"DIMM, 288-pin",DDR4,8090,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvs416g360c4k-viper-steel-rtl-pc4-28-1639872/,0.445982694684796
436,Patriot Signature PSD532G48002 ,1,32,4800,40-40-40,"DIMM, 288-pin",DDR5,8790,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-patriot-psd532g4800k-rtl-pc5-38400-cl40-dimm-1634060/,0.5497155858930604
437,Patriot Viper EliteII PVE244G266C6 ,1,4,2666,16-17-17-36,"DIMM, 288-pin",DDR4,1190,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-patriot-pve244g266c6-viper-eliteii-rtl-pc4-213-1604396/,2.2436974789915967
438,Crucial CT4G4SFS6266 ,1,4,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,1290,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-crucial-ct4g4sfs6266-rtl-cl19-so-dimm-288-pin-1582489/,2.069767441860465
439,Kingston Fury Beast Black KF436C18BBK4/64 ,4,16,3600,18-22-22,"DIMM, 288-pin",DDR4,16290,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-kingston-kf436c18bbk4-64-rtl-pc4-28800-cl18-1566106/,0.221976672805402
440,Crucial Ballistix MAX RGB BLM8G44C19U4BL ,1,8,4400,19-19-19-46,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/pamyat-ddr4-8gb-4400mgc-crucial-blm8g44c19u4bl-rtl-pc4-35200-cl19-dimm-1561955/,0.630615164520744
441,Kingston Fury Renegade RGB KF436C16RBA/8 ,1,8,3600,16-20-20,"DIMM, 288-pin",DDR4,3190,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kingston-kf436c16rba-8-rtl-pc4-28800-cl17-dimm-1561171/,1.1310344827586205
442,Kingston Fury Renegade Black KF436C16RBK4/32 ,4,8,3600,16-20-20,"DIMM, 288-pin",DDR4,16590,https://www.citilink.ru/product/pamyat-ddr4-4x8gb-3600mhz-kingston-kf436c16rbk4-32-rtl-pc4-28800-cl17-1561170/,0.2174804098854731
443,Kingston Fury Renegade Black KF432C16RBK4/32 ,4,8,3200,16-18-18,"DIMM, 288-pin",DDR4,15650,https://www.citilink.ru/product/pamyat-ddr4-4x8gb-3200mhz-kingston-kf432c16rbk4-32-rtl-pc4-25600-cl16-1561169/,0.2049840255591054
444,Kingston Fury Renegade RGB KF430C15RBA/8 ,1,8,3000,15-17-17,"DIMM, 288-pin",DDR4,5090,https://www.citilink.ru/product/pamyat-ddr4-8gb-3000mhz-kingston-kf430c15rba-8-rtl-pc4-24000-cl15-dimm-1561168/,0.5909626719056975
445,Kingston Fury Renegade RGB KF432C16RBAK4/32 ,4,8,3200,16-18-18,"DIMM, 288-pin",DDR4,15820,https://www.citilink.ru/product/pamyat-ddr4-4x8gb-3200mhz-kingston-kf432c16rbak4-32-rtl-pc4-25600-cl16-1561155/,0.2027812895069532
446,AMD R9 R9S416G3206U2S ,1,16,3200,16-18-18-39,"DIMM, 288-pin",DDR4,3490,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-amd-r9s416g3206u2s-rtl-pc4-21300-cl16-long-di-1560564/,0.921489971346705
447,Kingston Fury Beast Black KF437C19BB1K2/32 ,2,16,3733,19-23-23,"DIMM, 288-pin",DDR4,8390,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3733mhz-kingston-kf437c19bb1k2-32-rtl-cl19-dimm-288-1560188/,0.4468414779499404
448,Patriot Viper Elite II PVE2416G320C8 ,1,16,3200,18-22-22-42,"DIMM, 288-pin",DDR4,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-pve2416g320c8-rtl-pc4-25600-cl18-dimm-1554995/,0.8715447154471545
449,Kingston VALUERAM KVR16LN11/4WP ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,2190,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-kingston-kvr16ln11-4wp-rtl-pc3-12800-cl11-dim-1538406/,0.7324200913242008
450,Crucial Ballistix MAX RGB BLM2K8G44C19U4BL ,2,8,4400,19-19-19-46,"DIMM, 288-pin",DDR4,30930,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4400mgc-crucial-blm2k8g44c19u4bl-rtl-pc4-33600-cl18-1521960/,0.1425153572583252
451,Patriot Signature Premium PSP44G266681H1 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4,1190,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-patriot-psp44g266681h1-rtl-pc4-21300-cl19-288-1509246/,2.2436974789915967
452,Crucial CT8G4SFRA32A ,1,8,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,1790,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-crucial-ct8g4sfra32a-rtl-pc4-25600-cl22-so-dim-1472728/,1.7921787709497206
453,Crucial CT8G4DFRA32A ,1,8,3200,22-22-22,"DIMM, 288-pin",DDR4,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-crucial-ct8g4dfra32a-rtl-pc4-25600-cl22-dimm-2-1472724/,1.612060301507538
454,Hynix HMA851U6DJR6N-VKN0 ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-hynix-hma851u6djr6n-vkn0-oem-pc4-23400-cl22-di-1470856/,2.449541284403669
455,Patriot Signature PSP48G240081H1 ,1,8,2400,17-17-17-39,"DIMM, 288-pin",DDR4,2490,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psp48g240081h1-ddr4-8gb-2400-dimm-ret-1460367/,0.9670682730923694
456,Hynix HMA81GU6CJR8N-VKN0 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,4340,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-hynix-hma81gu6cjr8n-vkn0-oem-pc4-23466-cl22-di-1457492/,0.6161290322580646
457,Crucial Basics CB16GS2666 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-cb16gs2666-oem-pc4-21300-cl16-so-dimm-1430548/,0.7076517150395778
