id,name,count,capacity,freq,timings,formFactor,type,price,link,value
153,Kingston Fury Renegade Black KF432C16RB1/16 ,1,16,3200,16-18-18,"DIMM, 288-pin",DDR4,4090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16rb1-16-rtl-pc4-25600-cl16-di-1560165/,0.7863080684596577
154,Patriot Signature PSD416G26662S ,1,16,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,2890,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd416g26662s-ddr4-16gb-2666-so-dimm-r-1183209/,0.9280276816608996
155,Patriot Viper 4 Blackout PVB416G360C8K ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,4290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvb416g360c8k-viper-4-blackout-rtl-p-1790717/,0.841025641025641
156,Patriot Viper 4 Blackout PVB432G360C8K ,2,16,3600,18-22-22-42,"DIMM, 288-pin",DDR4,7190,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-patriot-pvb432g360c8k-viper-4-blackout-rtl-1790718/,0.5029207232267038
157,Patriot Viper Steel PVS416G240C5S ,1,16,2400,15-15-15-35,"SO-DIMM, 260-pin",DDR4,3390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g240c5s-ddr4-16gb-2400-so-dimm-1185084/,0.7126843657817109
158,Patriot Signature PSD416G240081 ,1,16,2400,17-17-17-39,"DIMM, 288-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-patriot-psd416g240081-rtl-pc4-19200-cl19-dimm-1422052/,0.8080267558528428
159,Kingston Fury Renegade RGB KF432C16RBAK2/16 ,2,8,3200,16-18-18,"DIMM, 288-pin",DDR4,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-kingston-kf432c16rbak2-16-rtl-pc4-25600-cl16-1560862/,0.6428857715430861
160,Digma DGMAS43200016S ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4,2790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmas43200016s-rtl-pc4-25600-cl22-so-di-1784389/,1.1526881720430109
161,A-Data Premier AD4U266616G19-RGN ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4,3390,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4u266616g19-rgn-rtl-pc4-25600-cl19-d-1839864/,0.7911504424778761
162,Patriot Viper Steel PVS464G360C8K ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4,13490,https://www.citilink.ru/product/modul-pamyati-patriot-pvs464g360c8k-1483233/,0.269236471460341
163,Corsair Vengeance LPX CMK8GX4M1D3000C16 ,1,8,3000,16-20-20-38,"DIMM, 288-pin",DDR4,2690,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk8gx4m1d3000c16-ddr4-8gb-3000-di-1050643/,1.1182156133828998
164,NETAC Basic NTBSD4N26SP-16 ,1,16,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-netac-ntbsd4n26sp-16-basic-oem-cl19-so-dimm-2-1740129/,0.9280276816608996
165,NETAC Basic NTBSD3N16SP-04 ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,790,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-netac-ntbsd3n16sp-04-basic-oem-cl11-so-dimm-2-1740134/,2.030379746835443
166,A-Data AD4S320016G22-RGN ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-a-data-ad4s320016g22-rgn-rtl-pc4-25600-cl22-s-1769574/,0.9775075987841946
167,Patriot Viper Elite II PVE2416G400C0 ,1,16,4000,20-26-26-46,"DIMM, 288-pin",DDR4,4090,https://www.citilink.ru/product/pamyat-ddr4-16gb-4000mhz-patriot-pve2416g400c0-rtl-pc4-32000-cl20-dimm-1555015/,0.9819070904645476
168,AMD Radeon R7 Performance Series R748G2606S2S-UO ,1,8,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r748g2606s2s-uo-oem-pc4-19200-cl16-so-dimm-1411916/,1.7946308724832214
169,Patriot Viper EliteII PVE2432G266C6K ,2,16,2666,16-17-17-36,"DIMM, 288-pin",DDR4,6790,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-patriot-pve2432g266c6k-viper-eliteii-rtl-pc-1604414/,0.3949926362297496
170,Digma DGMAD42666016S ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-digma-dgmad42666016s-rtl-pc4-21300-cl19-dimm-1784388/,0.9970260223048328
171,Kingston VALUERAM KVR32N22S8/8 ,1,8,3200,22-22-22,"DIMM, 288-pin",DDR4,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kvr32n22s8-8-rtl-pc4-24000-cl22-dimm-1403748/,1.6973544973544972
172,Kingston Fury Beast Black KF426C16BB/16 ,1,16,2666,16-18-18,"DIMM, 288-pin",DDR4,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c16bb-16-rtl-pc4-21300-cl16-dim-1560736/,0.7268292682926829
173,Patriot Viper Steel PVS416G360C8 ,1,16,3600,18-22-22-42,"DIMM, 288-pin",DDR4,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-patriot-pvs416g360c8-rtl-pc4-28800-cl19-dimm-1521008/,0.9540897097625328
174,Patriot Viper Steel PVS416G400C9K ,2,8,4000,19-19-19-39,"DIMM, 288-pin",DDR4,6390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g400c9k-ddr4-2x-8gb-4000-dimm-1118408/,0.6272300469483568
175,Kingston Fury Renegade Black KF426C13RB1K2/32 ,2,16,2666,13-15-15,"DIMM, 288-pin",DDR4,7790,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-kingston-kf426c13rb1k2-32-rtl-pc3-21300-cl1-1560745/,0.3442875481386392
176,Patriot Viper Steel PVS416G373C7K ,2,8,3733,17-21-21-41,"DIMM, 288-pin",DDR4,4490,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g373c7k-ddr4-2x-8gb-3733-dimm-1148364/,0.833184855233853
177,Patriot Steel Series PVS416G320C8S ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-pvs416g320c8s-steel-series-rtl-pc4-25-1780802/,1.0755852842809364
178,Crucial CT16G4DFRA266 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-ct16g4dfra266-rtl-pc4-21300-cl19-dimm-1824998/,0.6721804511278195
179,Patriot Viper Steel PVS48G300C6 ,1,8,3000,16-18-18-36,"DIMM, 288-pin",DDR4,2090,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g300c6-ddr4-8gb-3000-dimm-ret-1148373/,1.4392344497607654
180,Patriot Viper Steel PVS416G360C8K ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,4290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvs416g360c8k-rtl-pc4-28800-cl18-dim-1426453/,0.841025641025641
181,Patriot Signature PSD416G320081S ,1,16,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psd416g320081s-signature-rtl-cl19-so-1790719/,1.0755852842809364
182,Kingston Fury Renegade Black KF432C16RB/8 ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16rb-8-rtl-pc4-25600-cl16-dimm-1560199/,1.4648401826484017
183,Patriot Viper 3 PV38G160C0 ,1,8,1600,10-10-10-27,"DIMM, 240-pin",DDR3,1690,https://www.citilink.ru/product/modul-pamyati-patriot-viper-3-pv38g160c0-ddr3-8gb-1600-dimm-ret-390670/,0.9514792899408284
184,AMD Radeon R7 Performance Series R748G2400S2S-UO ,1,8,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4,1590,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2400s2s-uo-ddr4-8g-1093006/,1.5144654088050316
185,A-Data Premier AD4S26668G19-RGN ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-a-data-ad4s26668g19-rgn-rtl-pc4-25600-cl19-so-1839877/,1.7946308724832214
186,Patriot Viper Elite II PVE2432G360C0K ,2,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3600mhz-patriot-pve2432g360c0k-rtl-pc4-28800-cl20-d-1555011/,0.517310443490701
187,A-Data Premier AD4S26664G19-RGN ,1,4,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4s26664g19-rgn-rtl-pc4-25600-cl19-so-1839882/,2.696969696969697
188,Kingston Fury Renegade RGB KF436C16RB1A/16 ,1,16,3600,16-20-20,"DIMM, 288-pin",DDR4,4790,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c16rb1a-16-rtl-pc4-28800-cl16-d-1560168/,0.7549060542797494
189,Patriot Viper EliteII PVE248G266C6K ,2,4,2666,16-17-17-36,"DIMM, 288-pin",DDR4,1990,https://www.citilink.ru/product/pamyat-ddr4-2x4gb-2666mhz-patriot-pve248g266c6k-viper-eliteii-rtl-pc4-1604398/,1.341708542713568
190,KIMTIGO KMKU16GF682666 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmku16f682666-rtl-cl19-dimm-288-pin-1740205/,0.8969899665551839
191,KIMTIGO KMKS8G8682666 ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,1900,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kimtigo-kmks8g8682666-rtl-cl19-so-dimm-260-pin-1740206/,1.4073684210526316
192,Patriot Viper Steel PVS48G360C8 ,1,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-patriot-pvs48g360c8-rtl-pc4-28800-cl19-dimm-28-1521004/,1.813065326633166
193,Patriot Viper 4 Blackout PVB416G400C9K ,2,8,4000,19-21-21-41,"DIMM, 288-pin",DDR4,6190,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb416g400c9k-ddr4-2x-8gb-4000-1211056/,0.6474959612277867
194,Kingston Fury Impact KF426S16IB/16 ,1,16,2666,16-18-18,"SO-DIMM, 260-pin",DDR4,3790,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426s16ib-16-rtl-pc4-21300-cl16-so-1561145/,0.7076517150395778
195,Patriot Viper Elite II PVE2464G360C0K ,2,32,3600,20-26-26-46,"DIMM, 288-pin",DDR4,14990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3600mhz-patriot-pve2464g360c0k-viper-elite-ii-rtl-p-1609210/,0.2422948632421614
196,Kingston Fury Beast KF548C38BB-32 ,1,32,4800,38-38-38,"DIMM, 288-pin",DDR5,10990,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-kingston-kf548c38bb-32-fury-beast-rtl-pc5-384-1769927/,0.4396724294813466
197,AMD Radeon R7 Performance Series R744G2133U1S-UO ,1,4,2133,15-15-15-35,"DIMM, 288-pin",DDR4,1290,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2133u1s-uo-ddr4-4g-426170/,1.6565891472868215
198,AMD Radeon R7 Performance Series R7416G2400S2S-UO ,1,16,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4,2990,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r7416g2400s2s-uo-ddr4-1-1126731/,0.8080267558528428
199,Patriot Viper 4 Blackout PVB464G360C8K ,2,32,3600,18-22-22-42,"DIMM, 288-pin",DDR4,14990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb464g360c8k-ddr4-2x-32gb-3600-1444915/,0.2422948632421614
200,Kingston Fury Beast RGB KF426C16BB1AK2/32 ,2,16,2666,16-18-18,"DIMM, 288-pin",DDR4,8190,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-2666mhz-kingston-kf426c16bb1ak2-32-rtl-pc4-21300-cl-1560746/,0.3274725274725275
201,Kingston VALUERAM KVR32N22D8/16 ,1,16,3200,22-22-22,"DIMM, 288-pin",DDR4,3990,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kvr32n22d8-16-rtl-pc4-25600-cl22-dim-1538451/,0.806015037593985
202,Patriot Viper Steel PVS48G320C6K ,2,4,3200,16-20-20-40,"DIMM, 288-pin",DDR4,2390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g320c6k-ddr4-2x-4gb-3200-dimm-r-1210840/,1.3405857740585774
203,KIMTIGO KMKU8G8682666 ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kimtigo-kmku8g8682666-rtl-cl19-dimm-288-pin-1740202/,1.6817610062893082
204,Kingston Fury Renegade Black KF432C16RB/32 ,1,32,3200,16-19-19,"DIMM, 288-pin",DDR4,7490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kf432c16rb-32-rtl-pc4-25600-cl16-dim-1560191/,0.4315086782376502
205,Patriot Signature Premium PSP416G266681H1 ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-patriot-psp416g266681h1-rtl-pc4-21300-cl17-di-1437304/,0.8679611650485437
206,Kingston Fury Beast RGB KF436C18BBA/16 ,1,16,3600,18-22-22,"DIMM, 288-pin",DDR4,4390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-kingston-kf436c18bba-16-fury-beast-rgb-rtl-pc-1808890/,0.8236902050113895
207,AMD R532G1601S1S-UO ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3,1110,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601s1s-uo-ddr3-2gb-1600-so-dimm-oem-896606/,1.4432432432432432
208,Kingston Fury Beast Black KF432C16BBK2/64 ,2,32,3200,16-20-20,"DIMM, 288-pin",DDR4,14690,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf432c16bbk2-64-rtl-pc4-25600-cl16-1560192/,0.2200136147038801
209,Patriot Steel Series PVS432G320C8S ,1,32,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4,6490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pvs432g320c8s-steel-series-rtl-pc4-25-1780804/,0.4979969183359014
210,Patriot Viper 4 Blackout PVB464G320C6K ,2,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4,12990,https://www.citilink.ru/product/pamyat-ddr4-64gb-3200mhz-patriot-pvb464g320c6k-rtl-cl18-dimm-288-pin-1-1562204/,0.2488067744418783
211,Patriot Viper Steel PVS416G440C9K ,2,8,4400,19-19-19-39,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g440c9k-ddr4-2x-8gb-4400-dimm-1149667/,0.630615164520744
212,Kingston Fury Beast KF552C40BBK2-64 ,2,32,5200,40-40-40,"DIMM, 288-pin",DDR5,20990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5200mhz-kingston-kf552c40bbk2-64-fury-beast-rtl-pc5-1769922/,0.2492615531205335
213,Kingston Fury Beast KF556C40BB-32 ,1,32,5600,40-40-40,"DIMM, 288-pin",DDR5,11990,https://www.citilink.ru/product/pamyat-ddr5-32gb-5600mhz-kingston-kf556c40bb-32-fury-beast-rtl-pc5-448-1769933/,0.4697247706422018
214,Kingston Fury Beast RGB KF432C16BBA/32 ,1,32,3200,16-20-20,"DIMM, 288-pin",DDR4,7390,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kf432c16bba-32-fury-beast-rgb-rtl-pc-1808888/,0.4373477672530446
215,Kingston Fury Renegade Black KF426C13RB/8 ,1,8,2666,13-15-15,"DIMM, 288-pin",DDR4,2190,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-kingston-kf426c13rb-8-rtl-pc4-21300-cl13-dimm-1560755/,1.2210045662100455
216,Patriot Viper Elite II PVE2416G360C0 ,1,16,3600,20-26-26-46,"DIMM, 288-pin",DDR4,3590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3600mhz-patriot-pve2416g360c0-rtl-pc4-28800-cl20-dimm-1555009/,1.0072423398328691
217,NETAC Basic NTBSD4N26SP-08 ,1,8,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-netac-ntbsd4n26sp-08-basic-oem-cl19-so-dimm-26-1740131/,1.7946308724832214
218,Patriot Viper Steel RGB PVSR416G360C0K ,2,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pvsr416g360c0k-rtl-pc4-28800-cl20-di-1471150/,0.6340949033391915
219,Crucial CT16G4SFRA266 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,4580,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-crucial-ct16g4sfra266-rtl-pc4-21300-cl19-so-d-1825004/,0.5855895196506551
220,Patriot Viper Elite II PVE248G400C0 ,1,8,4000,20-26-26-46,"DIMM, 288-pin",DDR4,2390,https://www.citilink.ru/product/pamyat-ddr4-8gb-4000mhz-patriot-pve248g400c0-rtl-pc4-32000-cl20-dimm-2-1555014/,1.6769874476987447
221,Patriot Viper Venom PVV516G520C36K ,2,8,5200,36-36-36-68,"DIMM, 288-pin",DDR5,6590,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-5200mhz-patriot-pvv516g520c36k-viper-venom-rtl-pc5-4-1780733/,0.790288315629742
222,Kingston Fury Renegade Black KF426C13RB1/16 ,1,16,2666,13-15-15,"DIMM, 288-pin",DDR4,3690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c13rb1-16-rtl-pc4-21300-cl13-di-1560758/,0.7268292682926829
223,Patriot Viper EliteII PVE2416G266C6 ,1,16,2666,16-17-17-36,"DIMM, 288-pin",DDR4,3290,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-patriot-pve2416g266c6-viper-eliteii-rtl-pc4-2-1604412/,0.8151975683890578
224,AMD R538G1601S2SL-U ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,1190,https://www.citilink.ru/product/pamyat-ddr3-8gb-1600mhz-amd-r538g1601s2sl-u-rtl-pc3-12800-cl11-so-dimm-1473469/,1.3512605042016808
225,Kingston Fury Beast KF436C18BB/32 ,1,32,3600,18-22-22,"DIMM, 288-pin",DDR4,7990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bb-32-fury-beast-rtl-pc4-288-1808894/,0.4545682102628285
226,Patriot Viper Steel PVS464G320C6K ,2,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4,12990,https://www.citilink.ru/product/modul-pamyati-patriot-pvs464g320c6k-1483230/,0.2488067744418783
227,Patriot Signature PSD416G32002 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psd416g32002-rtl-pc4-25600-cl22-288-p-1509242/,1.040776699029126
228,Kingston Fury Beast Black KF426C16BB/32 ,1,32,2666,16-18-18,"DIMM, 288-pin",DDR4,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-kingston-kf426c16bb-32-rtl-pc4-21300-cl16-dim-1560807/,0.3700960219478738
229,Patriot Viper Elite II PVE2432G320C8 ,1,32,3200,18-22-22-42,"DIMM, 288-pin",DDR4,7190,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pve2432g320c8-viper-elite-ii-rtl-pc4-1616713/,0.4495132127955494
230,Crucial CT16G4SFS832A ,1,16,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,4590,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-crucial-ct16g4sfs832a-rtl-pc4-21300-cl22-so-d-1838190/,0.7006535947712419
231,Patriot Steel Series PVS48G320C8S ,1,8,3200,22-22-22-52,"SO-DIMM, 260-pin",DDR4,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-patriot-pvs48g320c8s-steel-series-rtl-pc4-2560-1780799/,1.6973544973544972
232,Patriot Viper Venom PVV532G560C36K ,2,16,5600,36-36-36-68,"DIMM, 288-pin",DDR5,11990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-patriot-pvv532g560c36k-viper-venom-rtl-pc5-1780798/,0.4683903252710592
233,AMD Radeon R7 Performance Series R7416G2400U2S-U ,1,16,2400,16-16-16-36,"DIMM, 288-pin",DDR4,2990,https://www.citilink.ru/product/pamyat-ddr4-16gb-2400mhz-amd-r7416g2400u2s-u-radeon-r7-performance-ser-1667201/,0.8080267558528428
234,AMD R538G1601S2S-UO ,1,8,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3,1190,https://www.citilink.ru/product/modul-pamyati-amd-r538g1601s2s-uo-ddr3-8gb-1600-so-dimm-oem-766734/,1.3512605042016808
235,Kingston Fury Beast KF548C38BBK2-64 ,2,32,4800,38-38-38,"DIMM, 288-pin",DDR5,19990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-4800mhz-kingston-kf548c38bbk2-64-fury-beast-rtl-pc5-1769921/,0.2417208604302151
236,Kingston VALUERAM KVR32N22D8/32 ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4,7690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-kingston-kvr32n22d8-32-rtl-pc4-25600-cl22-dim-1538455/,0.4202860858257477
237,Kingston Fury Beast RGB KF436C18BBA/32 ,1,32,3600,18-22-22,"DIMM, 288-pin",DDR4,8290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-kingston-kf436c18bba-32-fury-beast-rgb-rtl-pc-1808895/,0.4381182147165259
238,AMD Radeon R7 Performance Series R744G2400U1S-UO ,1,4,2400,16-16-16-36,"DIMM, 288-pin",DDR4,790,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2400u1s-uo-ddr4-4g-1007256/,3.0430379746835445
239,AMD Radeon R7 Performance Series R744G2606S1S-UO ,1,4,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4,750,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-amd-r744g2606s1s-uo-oem-pc4-22400-cl17-so-dimm-1517482/,3.56
240,Kingston VALUERAM KVR16LN11/8WP ,1,8,1600,11-11-11,"DIMM, 240-pin",DDR3L,3490,https://www.citilink.ru/product/pamyat-ddr3l-8gb-1600mhz-kingston-kvr16ln11-8wp-rtl-pc3-12800-cl11-dim-1538483/,0.4607449856733525
241,AMD R534G1601S1S-UGO ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3,1490,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601s1s-ugo-ddr3-4gb-1600-so-dimm-oem-924896/,1.076510067114094
242,NETAC Basic NTBSD4N26SP-04 ,1,4,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,990,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-netac-ntbsd4n26sp-04-basic-oem-cl19-so-dimm-26-1740132/,2.696969696969697
243,Patriot Signature Premium PSP416G320081H1 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4,3190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psp416g320081h1-signature-premium-rtl-1709173/,1.0081504702194355
244,AMD Radeon R7 Performance Series R748G2606S2S-U ,1,8,2666,16-18-18-35,"SO-DIMM, 260-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r748g2606s2s-u-radeon-r7-performance-serie-1874127/,1.7946308724832214
245,Crucial CT32G4SFD832A ,1,32,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,7490,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-s-ct32g4sfd832a-rtl-pc4-25600-cl22-so-1832822/,0.4315086782376502
246,Kingston Fury Beast Black KF436C18BBK2/64 ,2,32,3600,18-22-22,"DIMM, 288-pin",DDR4,15590,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-kingston-kf436c18bbk2-64-rtl-pc4-25600-cl18-1560194/,0.2329698524695317
247,Patriot Viper 4 Blackout PVB48G300C6K ,2,4,3000,16-18-18-36,"DIMM, 288-pin",DDR4,2490,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb48g300c6k-ddr4-2x-4gb-3000-d-1210873/,1.206425702811245
248,Corsair Vengeance RGB Pro CMW16GX4M2D3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,6790,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmw16gx4m2d3600c18-vengeance-rgb-pro-1812090/,0.5313696612665685
249,A-Data Premier AD4U26664G19-RGN ,1,4,2666,19-19-19,"DIMM, 288-pin",DDR4,1290,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-a-data-ad4u26664g19-rgn-rtl-pc4-25600-cl19-dim-1839867/,2.069767441860465
250,Kingston VALUERAM KVR32S22S8/8 ,1,8,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,1890,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kvr32s22s8-8-rtl-pc4-25600-cl22-dimm-1538520/,1.6973544973544972
251,NETAC Basic NTBSD4P26SP-04 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4,1090,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-netac-ntbsd4p26sp-04-basic-rtl-cl19-dimm-288-p-1740125/,2.449541284403669
252,Patriot Viper 4 Blackout PVB48G320C6K ,2,4,3200,16-18-18-36,"DIMM, 288-pin",DDR4,2590,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-blackout-pvb48g320c6k-ddr4-2x-4gb-3200-d-1210870/,1.237065637065637
253,Digma DGMAD42666004S ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-digma-dgmad42666004s-rtl-pc4-21300-cl19-dimm-2-1784263/,3.379746835443038
254,Digma DGMAS42666004S ,1,4,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2666mhz-digma-dgmas42666004s-rtl-pc4-21300-cl19-so-dim-1784260/,3.379746835443038
